sa2_code,indicator_key,raw_value,score,rating,reference_period,start_year,end_year,quality_status,quality_note,coverage_fraction,method_id
212041316,green_space_per_resident,29.741390498407156,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
212041317,rent_weekly,356,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
212041317,population_growth,3.45877378435518,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
212041317,transport_access,5.1253265206367296,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
212041317,green_space_per_resident,10.954037320245764,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
212041318,rent_weekly,355,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
212041318,population_growth,-0.15795411808950732,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
212041318,transport_access,3.5573849738435834,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999691,ptal-area-weighted-mean-v1
212041318,green_space_per_resident,45.19895505792304,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
212041459,rent_weekly,331,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
212041459,population_growth,2.4255788313120177,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
212041459,transport_access,4.541028861423511,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
212041459,green_space_per_resident,20.16875895637213,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
212041460,rent_weekly,346,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
212041460,population_growth,1.1661807580174928,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
212041460,transport_access,5.137392883619895,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.999999999999958,ptal-area-weighted-mean-v1
212041460,green_space_per_resident,6.381541206882406,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
212041563,rent_weekly,310,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
212041563,population_growth,1.3688510342430036,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
212041563,transport_access,8.822577776065225,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.99999999999996,ptal-area-weighted-mean-v1
212041563,green_space_per_resident,54.51118059505309,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
212041564,rent_weekly,341,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
212041564,population_growth,1.424530208122853,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
212041564,transport_access,1.2454401866978537,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
212041564,green_space_per_resident,332.45733782557926,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
212041565,rent_weekly,381,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
212041565,population_growth,-3.534157116332672,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
212041565,transport_access,3.710320393584292,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.999999999999992,ptal-area-weighted-mean-v1
212041565,green_space_per_resident,31.70989378280665,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
212041566,rent_weekly,520,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
212041566,population_growth,14.763660744217232,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
212041566,transport_access,0.7418219245353435,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
212041566,green_space_per_resident,91.34961030523337,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
212051319,rent_weekly,415,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
212051319,population_growth,4.010037394213738,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
212051319,transport_access,8.47857946237058,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999672,ptal-area-weighted-mean-v1
212051319,green_space_per_resident,28.10102868454166,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
212051321,rent_weekly,500,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
212051321,population_growth,0.5995415270675366,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
212051321,transport_access,6.557375503822463,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
212051321,green_space_per_resident,50.46217786470877,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
212051322,rent_weekly,462,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
212051322,population_growth,7.609944395937687,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
212051322,transport_access,8.996311287214436,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999888,ptal-area-weighted-mean-v1
212051322,green_space_per_resident,22.944097582369267,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
212051323,rent_weekly,485,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
212051323,population_growth,5.063367169199351,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
212051323,transport_access,6.142862229129363,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
212051323,green_space_per_resident,23.68881942335498,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
212051324,rent_weekly,470,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
212051324,population_growth,2.9757750971986843,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
212051324,transport_access,7.156839830684479,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.999999999999997,ptal-area-weighted-mean-v1
212051324,green_space_per_resident,39.21089258669153,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
212051325,rent_weekly,430,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
212051325,population_growth,1.8069378683930815,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
212051325,transport_access,4.689509696091906,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999906,ptal-area-weighted-mean-v1
212051325,green_space_per_resident,33.63260672939348,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
212051326,rent_weekly,415,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
212051326,population_growth,7.191939631550103,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
212051326,transport_access,10.884592780480075,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999971,ptal-area-weighted-mean-v1
212051326,green_space_per_resident,20.592941010606115,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
212051327,rent_weekly,481,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
212051327,population_growth,0.41523144434483084,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
212051327,transport_access,4.564557743022676,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
212051327,green_space_per_resident,104.75876239274231,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
212051567,rent_weekly,380,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
212051567,population_growth,27.281263337601366,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
212051567,transport_access,7.481761061565448,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
212051567,green_space_per_resident,3.6100588560557325,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
212051568,rent_weekly,401,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
212051568,population_growth,10.379981464318814,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
212051568,transport_access,8.772124256912841,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
212051568,green_space_per_resident,5.051917917677799,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
213011328,rent_weekly,320,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
213011328,population_growth,-1.5713932195001237,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
213011328,transport_access,6.889692953131173,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
213011328,green_space_per_resident,136.33168818131557,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
213011329,rent_weekly,400,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
213011329,population_growth,-4.519505233111323,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
213011329,transport_access,2.5908129395370816,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999822,ptal-area-weighted-mean-v1
213011329,green_space_per_resident,72.80149172895673,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
213011331,rent_weekly,350,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
213011331,population_growth,-7.898746044767374,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
213011331,transport_access,3.771711672055604,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
213011331,green_space_per_resident,23.460517590815805,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
213011332,rent_weekly,360,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
213011332,population_growth,-3.58959239330729,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
213011332,transport_access,3.7304477471920348,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
213011332,green_space_per_resident,142.95021400701594,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
213011333,rent_weekly,323,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
213011333,population_growth,-3.598811908544588,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
213011333,transport_access,5.845180011927289,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
213011333,green_space_per_resident,35.90795225364544,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
213011334,rent_weekly,330,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
213011334,population_growth,-2.9681946175506626,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
213011334,transport_access,8.334528662545464,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999603,ptal-area-weighted-mean-v1
213011334,green_space_per_resident,9.542442775649828,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
213011335,rent_weekly,323,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
213011335,population_growth,-3.698667391895567,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
213011335,transport_access,7.232156878257625,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
213011335,green_space_per_resident,37.87747665706351,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
213011336,rent_weekly,340,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
213011336,population_growth,0.504950495049505,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
213011336,transport_access,18.516589803003814,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
213011336,green_space_per_resident,45.175170506607586,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
213011337,rent_weekly,341,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
213011337,population_growth,2.4094450244960246,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
213011337,transport_access,4.679292435230423,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999819,ptal-area-weighted-mean-v1
213011337,green_space_per_resident,64.2298672204695,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
213011338,rent_weekly,346,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
213011338,population_growth,-4.787857179239037,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
213011338,transport_access,4.527290176331313,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999862,ptal-area-weighted-mean-v1
213011338,green_space_per_resident,48.40065167547522,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
213011339,rent_weekly,366,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
213011339,population_growth,-3.2738095238095237,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
213011339,transport_access,6.1450674705044355,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,1.0,ptal-area-weighted-mean-v1
213011339,green_space_per_resident,25.135113740085654,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
213011340,rent_weekly,412,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
213011340,population_growth,-4.0763029408425115,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
213011340,transport_access,2.2945324684001873,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999968,ptal-area-weighted-mean-v1
213011340,green_space_per_resident,57.00663694530603,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
213011569,rent_weekly,350,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
213011569,population_growth,-3.204047217537943,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
213011569,transport_access,5.23098110842005,,,Morning access index; live snapshot retrieved 2026-09-08,,,available,Land-area-weighted average of the morning (8–9am) public transport access index over the part of this area the data covers. Not a commute time or access from a property.,0.9999999999999898,ptal-area-weighted-mean-v1
213011569,green_space_per_resident,42.563284758670854,,,Undated unmaintained open-space inventory / 30 June 2025 ERP,,,available,"Public open space that is open and existing (parks and gardens, natural and semi-natural areas, recreation corridors and sports grounds), divided by 2025 population. It can include river and lake frontage recorded as open space, and does not show vegetation, park quality or walking access. The inventory has no publication date, and 2025 population is preliminary.",,open-space-public-filter-v1
213011570,rent_weekly,400,,,2021 Census,2021,2021,available,Historical reported rent; not current advertised rent.,,census-g02-direct-v2
213011570,population_growth,-0.632279534109817,,,30 June 2020 to 30 June 2025,2020,2025,available,"2025 ERP is preliminary; historical estimated change, not a forecast.",,erp-growth-2020-2025-v1
